491	ANALISTA DE SUPRIMENTOS	39111
492	ASSISTENTE DE DESENVOLVIMENTO	21240
493	ENCARREGADO DE ELETRICA III	95010
494	ENCARREGADO DE RIGGER II	78214
495	ENCARREGADO DE RIGGER III	78214
496	SUPERVISOR DE TI	21240
497	AUXILIAR DE PROCESSOS	39121
498	MEIO OFICIAL DE OBRAS CIVIS	71702
499	AUXILIAR DE PLANEJAMENTO III	31210
5	AUXILIAR DE ALMOXARIFE JUNIOR	41410
50	APRENDIZ EM PROCESSOS LOGISTICOS	41100
500	COORDENADOR DE MOVIMENTAÇÃO DE CARGAS	34231
501	SUPERVISOR DE RIGGING	91021
502	DESENHISTA PROJETISTA II	31861
503	CALDEIREIRO IV	72441
504	TEC EM ENFERMAGEM DO TRABALHO II	32221
505	ELETRICISTA DE MANUTENÇÃO II	95110
506	AUXILIAR DE PLANEJAMENTO II	31210
507	ASSISTENTE DE MATERIAIS II	41410
508	MESTRE DE MONTAGEM MECANICA II	91010
509	INSPETOR DA QUALIDADE III	39120
51	ASSISTENTE ORCAMENTOS	41101
510	ENCANADOR INDUSTRIAL II	72411
511	ENGENHEIRO DE PROJETO III	21490
512	SUPERVISOR CONTABIL	25221
513	TECNICO DE MATERIAIS IV	39111
514	ENCARREGADO DE PINTURA II	72013
515	ADMINISTRADOR CONTRATUAL	41010
516	ARTIFICE DE MANUTENCAO	91430
52	TECNICO SEGURANCA TRABALHO	35160
53	ANALISTA DE ORÇAMENTOS	41101
54	ELETRICISTA DE AUTOMAÇAO	71561
55	INSPETOR DE PINTURA	72013
56	PINTOR JATISTA	72331
57	AUXILIAR TECNICO	39121
58	ASSISTENTE FISCAL JUNIOR	41101
59	RECEPCIONISTA JUNIOR	42210
6	AUXILIAR DE PLANEJAMENTO JUNIOR	31210
60	BOMBEIRO HIDRAULICO	72411
61	ALMOXARIFE PLENO	41410
62	COZINHEIRO	51320
63	ASSISTENTE DE RH	41101
64	ASSISTENTE DE COMPRAS	41101
65	ANALISTA FINANCEIRO	41101
66	ASSISTENTE SISTEMAS	41101
67	SUPERVISOR ADMINISTRATIVO	41010
68	AUXILIAR DE RH	41100
69	ORCAMENTISTA	41101
7	TECNICO DE MATERIAIS JUNIOR	39111
70	GERENTE ORCAMENTOS JUNIOR	14130
71	COMPRADOR JUNIOR	35421
72	ANALISTA FINANCEIRO PLENO	41101
73	ANALISTA RH JUNIOR	25240
74	AUX SERVICOS GERAIS JUNIOR	51432
75	ASSISTENTE RH JUNIOR	41101
76	TECNICO ORCAMENTISTA PLENO	41101
77	ORCAMENTISTA PLENO	41101
78	ENGENHEIRO ORCAMENTISTA MASTER	21420
79	ASSISTENTE ORCAMENTOS MASTER	41101
8	AUXILIAR DA QUALIDADE PLENO	39121
80	ASSISTENTE FINANCEIO JUNIOR	41101
81	SOLDADOR MIG ELETRODO	72432
82	ORCAMENTISTA SENIOR	41101
83	LIDER DE ELETRICA	95010
84	LIDER DE ANDAIME	71554
85	ELETROMECANICO II D	300305
86	MONATDOR II C	724205
9	OFICIAL PLENO	72411
94	ENFERMEIRO DO TRABALHO	22353
95	ASSISTENTE DEP PESSOAL	41103
96	ESTAGIARIO DE ENGENHARIA	41100
97	ESTAGIARIO TEC.SEG.TRABALHO	41100
98	GERENTE DE CONTRATOS	41010
99	ASSISTENTE DE RH SENIOR	41101
IMP	IMPORTAÇÃO	0
